date,campaign_name,spend,impressions,clicks
2023-11-04,google_ads_brand,8935.546905243029,459185,5545
2023-11-05,google_ads_brand,7980.523736537869,460433,11068
2023-11-06,google_ads_brand,6477.5347836926985,345261,6217
2023-11-07,google_ads_brand,13684.211641859958,684806,9646
2023-11-08,google_ads_brand,5179.931426924305,348808,10656
2023-11-09,google_ads_brand,5980.695798221766,299755,3035
2023-11-10,google_ads_brand,7846.185052944121,526400,6365
2023-11-11,google_ads_brand,9271.641137532128,530389,13729
2023-11-12,google_ads_brand,6122.390158825024,351845,8888
2023-11-13,google_ads_brand,10409.915813888592,740728,16645
2023-11-14,google_ads_brand,9462.072968189561,556284,9141
2023-11-15,google_ads_brand,6874.961602562897,357316,8365
2023-11-16,google_ads_brand,8920.314777489326,572432,11621
2023-11-17,google_ads_brand,12292.102317807536,649168,9171
2023-11-18,google_ads_brand,7636.534241174633,546990,15195
2023-11-19,google_ads_brand,11404.718278887456,642556,12071
2023-11-20,google_ads_brand,13911.856136243385,739422,21561
2023-11-21,google_ads_brand,6937.92108039502,319901,4255
2023-11-22,google_ads_brand,5912.399356497842,383120,7767
2023-11-23,google_ads_brand,8579.653278175683,530496,8790
2023-11-24,google_ads_brand,5944.484815091222,395416,13222
2023-11-25,google_ads_brand,4736.354706785525,354617,10473
2023-11-26,google_ads_brand,10854.880626811331,614436,19645
2023-11-27,google_ads_brand,6154.156902180618,310533,10826
2023-11-28,google_ads_brand,11835.819065872358,748031,8466
2023-11-29,google_ads_brand,8197.685572648528,392173,13713
2023-11-30,google_ads_brand,10524.220441999358,663069,15693
2023-12-01,google_ads_brand,9941.267837935768,499856,10545
2023-12-02,google_ads_brand,12946.431013521622,659891,13961
2023-12-03,google_ads_brand,8887.569165841744,446438,4693
2023-12-04,google_ads_brand,5687.545935658069,404485,6804
2023-12-05,google_ads_brand,8902.042629934442,471484,12487
2023-12-06,google_ads_brand,12957.730522221107,641040,7637
2023-12-07,google_ads_brand,19639.838549184067,1186594,29281
2023-12-08,google_ads_brand,8272.828609747383,470113,13429
2023-12-09,google_ads_brand,20534.618979887542,1013032,24100
2023-12-10,google_ads_brand,12463.514773367373,653323,11914
2023-12-11,google_ads_brand,12392.196343193846,639187,7781
2023-12-12,google_ads_brand,15455.902032749098,1139493,13702
2023-12-13,google_ads_brand,6622.49013485794,338293,9366
2023-12-14,google_ads_brand,12092.91619919198,593893,20179
2023-12-15,google_ads_brand,9037.311614389175,529934,13461
2023-12-16,google_ads_brand,11849.152532734992,862776,9535
2023-12-17,google_ads_brand,6965.641142882968,424754,13695
2023-12-18,google_ads_brand,3062.5680836170436,170569,3471
2023-12-19,google_ads_brand,11002.818746346346,501493,14792
2023-12-20,google_ads_brand,7657.080505485551,452427,9464
2023-12-21,google_ads_brand,15429.307111842467,982824,16292
2023-12-22,google_ads_brand,15432.439784563516,756518,7870
2023-12-23,google_ads_brand,11337.44753684473,596824,14259
2023-12-24,google_ads_brand,17698.268231300357,1325115,41403
2023-12-25,google_ads_brand,8787.133660880158,440183,14173
2023-12-26,google_ads_brand,11216.78360193502,592519,17546
2023-12-27,google_ads_brand,7558.621207727065,505621,9769
2023-12-28,google_ads_brand,9490.628440611985,579041,7418
2023-12-29,google_ads_brand,12904.953001124868,843348,9904
2023-12-30,google_ads_brand,14449.683505211267,929139,24029
2023-12-31,google_ads_brand,5927.1965825096395,331389,10131
2024-01-01,google_ads_brand,8249.96714764022,582272,13636
2024-01-02,google_ads_brand,9102.394745805666,659093,22277
2024-01-03,google_ads_brand,7963.845376390324,397226,9910
2024-01-04,google_ads_brand,7687.441880096488,556992,18496
2024-01-05,google_ads_brand,8691.67432405834,539772,8731
2024-01-06,google_ads_brand,10773.200563480497,772292,8374
2024-01-07,google_ads_brand,9167.74596252846,604198,16285
2024-01-08,google_ads_brand,10068.959332624983,697318,11362
2024-01-09,google_ads_brand,10314.402270057655,664891,11399
2024-01-10,google_ads_brand,7285.113202600903,353988,8904
2024-01-11,google_ads_brand,6834.441932244845,454304,15208
2024-01-12,google_ads_brand,2165.66628721845,107801,3529
2024-01-13,google_ads_brand,10637.724874339317,661314,9641
2024-01-14,google_ads_brand,5880.532100913845,401890,5896
2024-01-15,google_ads_brand,6527.341691630304,367941,12526
2024-01-16,google_ads_brand,9625.079953462991,471986,13042
2024-01-17,google_ads_brand,5719.49088921514,322541,9333
2024-01-18,google_ads_brand,3173.5627919075,152687,3778
2024-01-19,google_ads_brand,9170.488347668785,474610,6949
2024-01-20,google_ads_brand,4320.938776284076,283777,9591
2024-01-21,google_ads_brand,10165.9975498312,705869,11490
2024-01-22,google_ads_brand,7285.6202591371575,459934,10213
2024-01-23,google_ads_brand,4047.61834537199,236019,2376
2024-01-24,google_ads_brand,7509.434339033055,425289,13781
2024-01-25,google_ads_brand,3944.665323475357,266133,6611
2024-01-26,google_ads_brand,7568.237922848239,402563,13954
2024-01-27,google_ads_brand,4814.2923438275975,238695,7113
2024-01-28,google_ads_brand,7246.591466306602,444979,15002
2024-01-29,google_ads_brand,6315.169022750873,364385,4195
2024-01-30,google_ads_brand,6157.00588619394,384570,11344
2024-01-31,google_ads_brand,8997.903167748458,650330,22454
2024-02-01,google_ads_brand,7891.420576620882,431336,13043
2024-02-02,google_ads_brand,6654.017291937547,367580,7866
2024-02-03,google_ads_brand,6301.338096139154,378842,12225
2024-02-04,google_ads_brand,7586.8759586091455,409921,5398
2024-02-05,google_ads_brand,3637.7345789677693,176345,5344
2024-02-06,google_ads_brand,6359.99195073665,438629,9298
2024-02-07,google_ads_brand,8855.812498698571,457945,13791
2024-02-08,google_ads_brand,3741.4084955180983,184055,3662
2024-02-09,google_ads_brand,7326.48073710908,348561,4221
2024-02-10,google_ads_brand,6495.768987772349,422069,12475
2024-02-11,google_ads_brand,6815.582751197479,490142,11877
2024-02-12,google_ads_brand,8609.91563831836,601660,18534
2024-02-13,google_ads_brand,7848.271058563042,556932,14083
2024-02-14,google_ads_brand,5547.806003481929,374916,9836
2024-02-15,google_ads_brand,12817.302738099856,700260,7020
2024-02-16,google_ads_brand,8352.3382233538,610503,17615
2024-02-17,google_ads_brand,6187.179757194483,389033,6969
2024-02-18,google_ads_brand,7049.076580988532,417905,5223
2024-02-19,google_ads_brand,9151.361379621037,557664,10145
2024-02-20,google_ads_brand,9964.771203825776,734227,22147
2024-02-21,google_ads_brand,8267.720728203552,516656,17255
2024-02-22,google_ads_brand,6025.744101764131,421530,13259
2024-02-23,google_ads_brand,9594.952946243911,537483,17213
2024-02-24,google_ads_brand,5973.370333400814,437608,8048
2024-02-25,google_ads_brand,14376.589306940772,860786,15708
2024-02-26,google_ads_brand,14360.555697847109,1012139,21013
2024-02-27,google_ads_brand,4657.439017077438,255803,7739
2024-02-28,google_ads_brand,7388.849399053961,506733,8371
2024-02-29,google_ads_brand,10618.181365161472,651545,10208
2024-03-01,google_ads_brand,7608.577267533962,501521,6169
2024-03-02,google_ads_brand,10896.609327909444,643555,16225
2024-03-03,google_ads_brand,7298.197925416627,537843,10687
2024-03-04,google_ads_brand,5774.913405908879,295489,7457
2024-03-05,google_ads_brand,10136.948076649063,675466,15565
2024-03-06,google_ads_brand,9800.811975514922,451347,8627
2024-03-07,google_ads_brand,10798.9440938207,620389,18707
2024-03-08,google_ads_brand,9536.993554077584,490605,6697
2024-03-09,google_ads_brand,7705.172010368865,476167,13550
2024-03-10,google_ads_brand,7958.836883659989,537364,16402
2024-03-11,google_ads_brand,9433.513197989336,660583,13099
2024-03-12,google_ads_brand,10017.425922193292,613897,16566
2024-03-13,google_ads_brand,6937.941404815254,493141,6938
2024-03-14,google_ads_brand,8623.812875190237,521149,7492
2024-03-15,google_ads_brand,12442.50357773091,691329,21235
2024-03-16,google_ads_brand,9542.558801208277,477607,5173
2024-03-17,google_ads_brand,10918.614220872689,697155,12897
2024-03-18,google_ads_brand,6816.052183317617,359388,11321
2024-03-19,google_ads_brand,10434.312786117927,699162,22433
2024-03-20,google_ads_brand,11500.933522073821,836405,24232
2024-03-21,google_ads_brand,11686.369569963339,617242,14119
2024-03-22,google_ads_brand,12438.838595688274,839914,16076
2024-03-23,google_ads_brand,3999.0936016052074,274014,4219
2024-03-24,google_ads_brand,5422.059741233807,393530,13617
2024-03-25,google_ads_brand,9384.318392480609,553692,11179
2024-03-26,google_ads_brand,15277.982917104693,823190,16190
2024-03-27,google_ads_brand,7046.8701739605285,323215,11221
2024-03-28,google_ads_brand,6524.764084217764,473087,16029
2024-03-29,google_ads_brand,10227.272694837115,546730,6736
2024-03-30,google_ads_brand,11563.611607569324,658961,12812
2024-03-31,google_ads_brand,7796.360129829957,536850,14708
2024-04-01,google_ads_brand,7416.698204897912,395789,10737
2024-04-02,google_ads_brand,7965.065910985764,497593,4985
2024-04-03,google_ads_brand,10944.34305732319,704499,12549
2024-04-04,google_ads_brand,5656.763113065758,294476,5125
2024-04-05,google_ads_brand,3608.136781809271,232734,3108
2024-04-06,google_ads_brand,4994.633430044927,365574,4377
2024-04-07,google_ads_brand,5371.439501873177,295594,10329
2024-04-08,google_ads_brand,5488.331852897782,279341,6195
2024-04-09,google_ads_brand,9254.246015187297,617167,13324
2024-04-10,google_ads_brand,6934.046108431989,455426,11256
2024-04-11,google_ads_brand,9071.019233900774,440768,8912
2024-04-12,google_ads_brand,7084.67401586732,476298,5782
2024-04-13,google_ads_brand,6738.575255929948,429007,9249
2024-04-14,google_ads_brand,6803.587517784895,370362,8728
2024-04-15,google_ads_brand,4502.803796500824,327007,9192
2024-04-16,google_ads_brand,5537.815593379851,284374,4266
2024-04-17,google_ads_brand,5668.775533534174,330722,10583
2024-04-18,google_ads_brand,2446.649935085322,170072,5007
2024-04-19,google_ads_brand,9377.835523514303,608414,8699
2024-04-20,google_ads_brand,3583.2828243786066,236801,6040
2024-04-21,google_ads_brand,5753.106793606915,393444,5521
2024-04-22,google_ads_brand,3860.9648869470207,183996,5467
2024-04-23,google_ads_brand,5727.452341150524,270544,4192
2024-04-24,google_ads_brand,5577.385069330742,379563,5649
2024-04-25,google_ads_brand,6405.931003375552,320683,6691
2024-04-26,google_ads_brand,2360.783503107294,163977,5022
2024-04-27,google_ads_brand,3983.9100370721726,240362,8344
2024-04-28,google_ads_brand,9848.783159016695,645883,8553
2024-04-29,google_ads_brand,5488.498741478815,331277,11157
2024-04-30,google_ads_brand,6358.824920645427,343314,4016
2024-05-01,google_ads_brand,6515.7581319746205,296318,7444
2024-05-02,google_ads_brand,12245.231938654531,565128,6328
2024-05-03,google_ads_brand,7639.778445344022,451013,15078
2024-05-04,google_ads_brand,8425.765589019975,465934,11741
2024-05-05,google_ads_brand,9298.01223288261,538660,10854
2024-05-06,google_ads_brand,8918.082377663686,481094,7129
2024-05-07,google_ads_brand,7970.307038708826,471194,8148
2024-05-08,google_ads_brand,7126.918373790918,454531,6801
2024-05-09,google_ads_brand,8924.703999997751,498865,13813
2024-05-10,google_ads_brand,7169.895130403399,384212,8774
2024-05-11,google_ads_brand,8255.25304451894,539171,17209
2024-05-12,google_ads_brand,6221.31003491649,320050,7450
2024-05-13,google_ads_brand,7480.926659802524,470887,7081
2024-05-14,google_ads_brand,9061.522395741784,518779,14044
2024-05-15,google_ads_brand,6263.557018001279,407398,6307
2024-05-16,google_ads_brand,6167.0124921597735,375058,8194
2024-05-17,google_ads_brand,6803.972250377466,430237,5328
2024-05-18,google_ads_brand,6467.8079118737,385464,11731
2024-05-19,google_ads_brand,5164.171272043474,374068,8332
2024-05-20,google_ads_brand,10772.374316788575,684557,10036
2024-05-21,google_ads_brand,4260.5387705526955,310664,5847
2024-05-22,google_ads_brand,3579.1484325679703,249911,8663
2024-05-23,google_ads_brand,5914.507712852836,345658,10249
2024-05-24,google_ads_brand,2842.849909989153,157869,4970
2024-05-25,google_ads_brand,9829.022609800035,565169,16434
2024-05-26,google_ads_brand,9335.43824744873,600495,16705
2024-05-27,google_ads_brand,4853.759342885675,319119,4562
2024-05-28,google_ads_brand,6231.558341105929,301246,5489
2024-05-29,google_ads_brand,7232.75233860617,387098,4597
2024-05-30,google_ads_brand,4687.919753239327,342654,9266
2024-05-31,google_ads_brand,5840.214801962137,365489,5318
2024-06-01,google_ads_brand,6025.291654755657,327541,10606
2024-06-02,google_ads_brand,6305.013767445105,386490,9476
2024-06-03,google_ads_brand,10180.04289526117,598235,13261
2024-06-04,google_ads_brand,11652.864305387955,667099,13102
2024-06-05,google_ads_brand,5257.253126072493,316231,5914
2024-06-06,google_ads_brand,12946.759566274613,920696,26850
2024-06-07,google_ads_brand,4526.2573355583745,316262,6530
2024-06-08,google_ads_brand,5127.114803288283,252453,4513
2024-06-09,google_ads_brand,10350.227968157102,694461,11913
2024-06-10,google_ads_brand,15722.672143914871,802808,8259
2024-06-11,google_ads_brand,14736.629313233218,719547,13610
2024-06-12,google_ads_brand,10499.718092348125,675660,19805
2024-06-13,google_ads_brand,11107.642598016551,774454,16303
2024-06-14,google_ads_brand,11105.23137383679,669058,20867
2024-06-15,google_ads_brand,8069.653097020272,561467,14142
2024-06-16,google_ads_brand,9456.743381630165,554593,14460
2024-06-17,google_ads_brand,4551.355427967032,243627,3068
2024-06-18,google_ads_brand,11539.756817442849,794557,22704
2024-06-19,google_ads_brand,10211.59594469472,463082,13416
2024-06-20,google_ads_brand,10954.288983087305,564118,14757
2024-06-21,google_ads_brand,11835.785636573042,747828,24428
2024-06-22,google_ads_brand,9734.546668838131,622636,15146
2024-06-23,google_ads_brand,8303.450521396915,514075,14741
2024-06-24,google_ads_brand,4318.156658165288,272000,6569
2024-06-25,google_ads_brand,10382.647680778693,622926,17351
2024-06-26,google_ads_brand,7255.687316432444,400218,6727
2024-06-27,google_ads_brand,3832.9048647501354,205581,6336
2024-06-28,google_ads_brand,8829.45670121219,544210,6018
2024-06-29,google_ads_brand,10862.16409654388,777444,18579
2024-06-30,google_ads_brand,12621.882682117373,608728,16488
2024-07-01,google_ads_brand,8382.720332213092,486709,5480
2024-07-02,google_ads_brand,9427.276093341956,520371,6105
2024-07-03,google_ads_brand,10413.652560965673,533922,14790
2024-07-04,google_ads_brand,4975.08246718765,318428,5071
2024-07-05,google_ads_brand,8249.244796500125,437418,9230
2024-07-06,google_ads_brand,5712.755594342538,349697,10218
2024-07-07,google_ads_brand,13723.508155448964,843939,11398
2024-07-08,google_ads_brand,5028.927476563332,339576,11168
2024-07-09,google_ads_brand,5422.868459022568,256603,4348
2024-07-10,google_ads_brand,9346.69836993291,563502,15146
2024-07-11,google_ads_brand,4146.267224762735,255501,6740
2024-07-12,google_ads_brand,6502.405433557333,345772,7575
2024-07-13,google_ads_brand,6952.43007674432,480045,11396
2024-07-14,google_ads_brand,6010.102959416796,274910,4207
2024-07-15,google_ads_brand,2410.915445008825,148675,2184
2024-07-16,google_ads_brand,10462.146685307935,698427,19044
2024-07-17,google_ads_brand,6010.080909073544,315857,6305
2024-07-18,google_ads_brand,7175.179480666636,479122,13445
2024-07-19,google_ads_brand,5915.466280570485,290697,3339
2024-07-20,google_ads_brand,7033.886988438294,506260,16491
2024-07-21,google_ads_brand,8870.274210934278,620029,17061
2024-07-22,google_ads_brand,5550.870141358954,290681,9553
2024-07-23,google_ads_brand,11950.367314768911,568131,6128
2024-07-24,google_ads_brand,10343.551855812279,497829,7589
2024-07-25,google_ads_brand,4964.275916056452,262314,8649
2024-07-26,google_ads_brand,6312.77809211399,458939,6043
2024-07-27,google_ads_brand,4708.602281307149,315927,7464
2024-07-28,google_ads_brand,4299.254398582257,273841,4065
2024-07-29,google_ads_brand,3131.119883037908,145694,2436
2024-07-30,google_ads_brand,10114.940663413518,750458,24842
2024-07-31,google_ads_brand,8130.171491956726,598600,11746
2024-08-01,google_ads_brand,9008.734073376847,624851,17237
2024-08-02,google_ads_brand,6735.411895184976,495352,15288
2024-08-03,google_ads_brand,3608.927509330948,204852,3578
2024-08-04,google_ads_brand,5817.804483699082,356007,8808
2024-08-05,google_ads_brand,5449.124725246267,354652,5258
2024-08-06,google_ads_brand,7044.710950953766,434082,12599
2024-08-07,google_ads_brand,13435.28729509582,812384,22292
2024-08-08,google_ads_brand,4526.102323848852,277504,4632
2024-08-09,google_ads_brand,3463.5946305123284,247410,6140
2024-08-10,google_ads_brand,8613.712924705922,556253,8099
2024-08-11,google_ads_brand,11375.477149637056,795798,13992
2024-08-12,google_ads_brand,11298.238525661842,607668,9210
2024-08-13,google_ads_brand,6715.519988920577,380595,5177
2024-08-14,google_ads_brand,9529.98201213002,536351,12595
2024-08-15,google_ads_brand,9319.306406539334,509704,16174
2024-08-16,google_ads_brand,8443.159059326048,418402,9993
2024-08-17,google_ads_brand,4271.782168917027,214868,5290
2024-08-18,google_ads_brand,4747.791838505161,305216,8879
2024-08-19,google_ads_brand,9496.268724872836,596114,16412
2024-08-20,google_ads_brand,9472.471709668913,553724,7272
2024-08-21,google_ads_brand,12501.220503857388,670008,14457
2024-08-22,google_ads_brand,6527.443625567379,329324,8951
2024-08-23,google_ads_brand,8518.534110928102,513629,12160
2024-08-24,google_ads_brand,7206.674843653672,383218,7589
2024-08-25,google_ads_brand,6921.6564814517,488946,16893
2024-08-26,google_ads_brand,9951.114010555353,602487,14497
2024-08-27,google_ads_brand,8484.39067092942,523576,7072
2024-08-28,google_ads_brand,7552.787437476052,387987,8768
2024-08-29,google_ads_brand,4793.375501671593,257724,6828
2024-08-30,google_ads_brand,8801.845557597222,573340,14904
2024-08-31,google_ads_brand,10431.474254934721,770376,19367
2024-09-01,google_ads_brand,5956.542566835647,282505,8335
2024-09-02,google_ads_brand,4881.432873697774,340449,11507
2024-09-03,google_ads_brand,10775.283374005128,711756,14177
2024-09-04,google_ads_brand,17783.077148369386,895572,22391
2024-09-05,google_ads_brand,7184.247601432728,411032,4208
2024-09-06,google_ads_brand,14747.50702924151,723520,21849
2024-09-07,google_ads_brand,3804.0362362435385,181085,3625
2024-09-08,google_ads_brand,10233.45573700992,595256,10692
2024-09-09,google_ads_brand,7454.1210890332095,500894,9791
2024-09-10,google_ads_brand,7008.666767388638,456083,5781
2024-09-11,google_ads_brand,22142.495499038967,1047136,23510
2024-09-12,google_ads_brand,5081.323217881799,311426,6811
2024-09-13,google_ads_brand,12573.487747329922,795021,9243
2024-09-14,google_ads_brand,10421.338797545484,521329,11422
2024-09-15,google_ads_brand,10872.24688178198,712943,18362
2024-09-16,google_ads_brand,10628.232587074344,752520,19935
2024-09-17,google_ads_brand,9455.457598271196,626161,19131
2024-09-18,google_ads_brand,12059.156417017317,776987,15853
2024-09-19,google_ads_brand,7671.342203222047,394972,9124
2024-09-20,google_ads_brand,5953.525192826424,392391,9432
2024-09-21,google_ads_brand,8008.31420005551,373719,8395
2024-09-22,google_ads_brand,4222.031801533157,285884,8134
2024-09-23,google_ads_brand,4453.7293553346335,245133,3923
2024-09-24,google_ads_brand,4783.491727878697,339861,4445
2024-09-25,google_ads_brand,5279.8674296215295,283987,7710
2024-09-26,google_ads_brand,5112.573878464041,306692,7040
2024-09-27,google_ads_brand,17645.409695285944,1140520,12406
2024-09-28,google_ads_brand,8696.929100532494,520298,9044
2024-09-29,google_ads_brand,9998.098812882658,470098,12830
2024-09-30,google_ads_brand,5215.00839814394,303227,6294
2024-10-01,google_ads_brand,13640.301830036864,643984,14056
2024-10-02,google_ads_brand,13507.56950407166,935068,29426
2024-10-03,google_ads_brand,4944.308075118433,311091,7246
2024-10-04,google_ads_brand,14359.896980008525,1063813,29450
2024-10-05,google_ads_brand,11400.709168395539,743445,22423
2024-10-06,google_ads_brand,3476.016044225031,222747,4198
2024-10-07,google_ads_brand,6769.8245221224715,468042,5325
2024-10-08,google_ads_brand,6866.576399131589,514647,15033
2024-10-09,google_ads_brand,4902.9094548084895,353019,6005
2024-10-10,google_ads_brand,5696.631953732659,311706,6055
2024-10-11,google_ads_brand,12503.940131272147,912935,29255
2024-10-12,google_ads_brand,11172.734211864614,589015,16462
2024-10-13,google_ads_brand,4399.573327068036,250757,4040
2024-10-14,google_ads_brand,4170.151676201759,254510,4703
2024-10-15,google_ads_brand,5565.360901516025,258293,7678
2024-10-16,google_ads_brand,14681.24634304206,1065902,16746
2024-10-17,google_ads_brand,10246.157545361199,518814,13448
2024-10-18,google_ads_brand,7039.652955165564,372167,7428
2024-10-19,google_ads_brand,5562.584660203168,282287,6674
2024-10-20,google_ads_brand,11670.235918510221,845862,29507
2024-10-21,google_ads_brand,2397.2857695231946,133669,4383
2024-10-22,google_ads_brand,8665.258608480699,396469,12633
2024-10-23,google_ads_brand,6878.685755920346,473713,6788
2024-10-24,google_ads_brand,6314.746454223797,396006,4384
2024-10-25,google_ads_brand,6283.866994036537,411750,10297
2024-10-26,google_ads_brand,7507.135814207424,461460,6638
2024-10-27,google_ads_brand,6559.640603608002,437550,11371
2024-10-28,google_ads_brand,4122.821840277466,228529,2911
2024-10-29,google_ads_brand,11359.314532560116,621513,9078
2024-10-30,google_ads_brand,11292.231964030712,637380,9414
2024-10-31,google_ads_brand,8929.523139737365,436150,6261
2024-11-01,google_ads_brand,8978.49040531078,407166,5627
2024-11-02,google_ads_brand,8891.597729204761,609581,6442
2024-11-03,google_ads_brand,2990.5903888788057,221551,7705
2024-11-04,google_ads_brand,10963.262029278269,708552,18526
2024-11-05,google_ads_brand,8919.937472792803,467272,14719
2024-11-06,google_ads_brand,3027.579919801397,223478,3786
2024-11-07,google_ads_brand,15891.120936895046,958943,15251
2024-11-08,google_ads_brand,5609.13709769438,276904,3431
2024-11-09,google_ads_brand,8586.86942163748,441658,12709
2024-11-10,google_ads_brand,4624.523121900628,325335,6734
2024-11-11,google_ads_brand,11935.328190538348,820631,18974
2024-11-12,google_ads_brand,7599.737810832763,514019,8364
2024-11-13,google_ads_brand,11884.325942191608,720356,14793
2024-11-14,google_ads_brand,4199.922585668952,191961,6653
2024-11-15,google_ads_brand,9674.460905867396,531654,17754
2024-11-16,google_ads_brand,6118.992272689979,333320,9214
2024-11-17,google_ads_brand,10351.302292210956,615838,14162
2024-11-18,google_ads_brand,8094.15774371994,415204,7184
2024-11-19,google_ads_brand,7451.12878385909,352061,4341
2024-11-20,google_ads_brand,13549.639275452178,972401,27272
2024-11-21,google_ads_brand,10101.612740916567,632896,21576
2024-11-22,google_ads_brand,16660.043293006904,984222,20262
2024-11-23,google_ads_brand,8758.20458808535,626340,9391
2024-11-24,google_ads_brand,9856.03357495997,503983,6749
2024-11-25,google_ads_brand,11042.89518970827,760039,26061
2024-11-26,google_ads_brand,8497.092739952783,386232,12929
2024-11-27,google_ads_brand,9759.3238530838,572684,18176
2024-11-28,google_ads_brand,11397.096965939316,843206,27358
2024-11-29,google_ads_brand,9160.133559551516,661316,7867
2024-11-30,google_ads_brand,8692.453767397456,594011,17267
2024-12-01,google_ads_brand,7545.443924366866,440751,4438
2024-12-02,google_ads_brand,5545.235094582745,312089,10806
2024-12-03,google_ads_brand,7547.5555903055565,507059,16620
2024-12-04,google_ads_brand,12106.709553338069,829340,17094
2024-12-05,google_ads_brand,10729.330228015895,682467,20954
2024-12-06,google_ads_brand,7791.116068143576,356851,7764
2024-12-07,google_ads_brand,10212.903246865213,479996,12502
2024-12-08,google_ads_brand,11523.100218748938,710438,15562
2024-12-09,google_ads_brand,6725.35797571264,398498,11288
2024-12-10,google_ads_brand,5563.0361036416625,348223,4648
2024-12-11,google_ads_brand,13057.776097450784,851300,21192
2024-12-12,google_ads_brand,9851.58617814755,479096,10032
2024-12-13,google_ads_brand,6619.622483771291,457570,7944
2024-12-14,google_ads_brand,20117.44876729501,1317231,25262
2024-12-15,google_ads_brand,8115.092393981074,446397,13089
2024-12-16,google_ads_brand,19955.052098695156,1077668,13475
2024-12-17,google_ads_brand,10356.312814469693,558176,14670
2024-12-18,google_ads_brand,12942.508370411413,720872,7605
2024-12-19,google_ads_brand,8524.070742881593,466323,15760
2024-12-20,google_ads_brand,5932.382396511696,346114,11679
2024-12-21,google_ads_brand,7988.384207841011,483941,12189
2024-12-22,google_ads_brand,9545.48936918943,684655,23044
2024-12-23,google_ads_brand,7027.577946510768,524493,6281
2024-12-24,google_ads_brand,5783.4536663131885,415301,6045
2024-12-25,google_ads_brand,8554.720200741644,491436,16709
