user_id,event_date,variant,channel,converted,revenue,ad_spend,clicked,impressions
102146,2026-06-02,treatment,Email,0,0.0,0.18,1,1
102186,2026-06-02,control,Paid Search,1,126.44,2.2,0,1
102223,2026-06-02,control,Paid Search,1,85.8,2.2,0,1
102244,2026-06-02,control,Meta,0,0.0,1.35,1,1
102293,2026-06-02,control,Paid Search,0,0.0,2.2,0,1
100165,2026-06-03,treatment,Email,0,0.0,0.18,0,1
100238,2026-06-03,control,Meta,0,0.0,1.35,0,1
100257,2026-06-03,control,Organic,1,71.19,0.0,0,1
100272,2026-06-03,treatment,Paid Search,0,0.0,2.2,0,1
100288,2026-06-03,treatment,Organic,0,0.0,0.0,1,1
100376,2026-06-03,control,Email,1,68.9,0.18,1,1
100485,2026-06-03,treatment,Email,0,0.0,0.18,0,1
100571,2026-06-03,control,Meta,1,72.88,1.35,0,1
100605,2026-06-03,treatment,Paid Search,0,0.0,2.2,0,1
100691,2026-06-03,treatment,Meta,0,0.0,1.35,0,1
100712,2026-06-03,control,Organic,0,0.0,0.0,0,1
100757,2026-06-03,control,Paid Search,0,0.0,2.2,1,1
100800,2026-06-03,treatment,Meta,1,91.68,1.35,0,1
100843,2026-06-03,treatment,Paid Search,0,0.0,2.2,0,1
100859,2026-06-03,control,Paid Search,0,0.0,2.2,1,1
100918,2026-06-03,control,Meta,0,0.0,1.35,0,1
100974,2026-06-03,control,Organic,0,0.0,0.0,0,1
101039,2026-06-03,control,Meta,0,0.0,1.35,1,1
101107,2026-06-03,control,Organic,0,0.0,0.0,0,1
101139,2026-06-03,control,Paid Search,0,0.0,2.2,1,1
101230,2026-06-03,treatment,Meta,0,0.0,1.35,0,1
101257,2026-06-03,treatment,Organic,1,103.27,0.0,0,1
101267,2026-06-03,control,Paid Search,0,0.0,2.2,0,1
101301,2026-06-03,treatment,Paid Search,1,104.61,2.2,1,1
101307,2026-06-03,treatment,Paid Search,0,0.0,2.2,0,1
101352,2026-06-03,control,Organic,0,0.0,0.0,1,1
101531,2026-06-03,treatment,Organic,0,0.0,0.0,0,1
101739,2026-06-03,treatment,Organic,0,0.0,0.0,0,1
101914,2026-06-03,treatment,Meta,0,0.0,1.35,0,1
101955,2026-06-03,treatment,Paid Search,1,123.7,2.2,0,1
102008,2026-06-03,treatment,Organic,0,0.0,0.0,0,1
102019,2026-06-03,treatment,Meta,0,0.0,1.35,0,1
102036,2026-06-03,control,Meta,0,0.0,1.35,0,1
102097,2026-06-03,treatment,Organic,0,0.0,0.0,0,1
100007,2026-06-04,treatment,Paid Search,0,0.0,2.2,0,1
100052,2026-06-04,control,Paid Search,0,0.0,2.2,0,1
100183,2026-06-04,treatment,Organic,0,0.0,0.0,1,1
100188,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
100210,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
100213,2026-06-04,control,Meta,0,0.0,1.35,0,1
100262,2026-06-04,treatment,Meta,0,0.0,1.35,0,1
100458,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
100468,2026-06-04,control,Paid Search,0,0.0,2.2,0,1
100575,2026-06-04,treatment,Paid Search,0,0.0,2.2,1,1
100681,2026-06-04,control,Organic,0,0.0,0.0,0,1
100708,2026-06-04,control,Meta,0,0.0,1.35,0,1
100719,2026-06-04,treatment,Email,0,0.0,0.18,0,1
100728,2026-06-04,control,Paid Search,0,0.0,2.2,1,1
100765,2026-06-04,control,Organic,0,0.0,0.0,0,1
100768,2026-06-04,control,Paid Search,0,0.0,2.2,0,1
100791,2026-06-04,control,Paid Search,0,0.0,2.2,1,1
101212,2026-06-04,control,Organic,0,0.0,0.0,0,1
101256,2026-06-04,treatment,Meta,0,0.0,1.35,0,1
101306,2026-06-04,control,Meta,0,0.0,1.35,0,1
101444,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
101464,2026-06-04,treatment,Paid Search,0,0.0,2.2,1,1
101470,2026-06-04,control,Email,0,0.0,0.18,1,1
101492,2026-06-04,treatment,Email,0,0.0,0.18,0,1
101495,2026-06-04,control,Meta,0,0.0,1.35,0,1
101646,2026-06-04,control,Email,0,0.0,0.18,0,1
101737,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
101887,2026-06-04,control,Meta,0,0.0,1.35,0,1
101916,2026-06-04,control,Paid Search,0,0.0,2.2,1,1
102030,2026-06-04,treatment,Organic,0,0.0,0.0,0,1
102032,2026-06-04,control,Organic,1,107.05,0.0,0,1
102207,2026-06-04,treatment,Paid Search,0,0.0,2.2,0,1
102321,2026-06-04,control,Paid Search,0,0.0,2.2,0,1
100122,2026-06-05,treatment,Paid Search,1,127.95,2.2,1,1
100195,2026-06-05,control,Email,0,0.0,0.18,0,1
100258,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
100300,2026-06-05,control,Meta,0,0.0,1.35,1,1
100394,2026-06-05,treatment,Organic,1,78.37,0.0,1,1
100411,2026-06-05,control,Organic,0,0.0,0.0,1,1
100434,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
100535,2026-06-05,control,Meta,0,0.0,1.35,0,1
100547,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
100548,2026-06-05,control,Email,0,0.0,0.18,0,1
100552,2026-06-05,control,Organic,0,0.0,0.0,0,1
100567,2026-06-05,control,Meta,1,82.85,1.35,0,1
100689,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
100692,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
100734,2026-06-05,treatment,Organic,0,0.0,0.0,1,1
100807,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
100905,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
100986,2026-06-05,control,Organic,0,0.0,0.0,0,1
100992,2026-06-05,control,Organic,0,0.0,0.0,0,1
101001,2026-06-05,treatment,Organic,0,0.0,0.0,0,1
101033,2026-06-05,treatment,Organic,1,62.94,0.0,1,1
101057,2026-06-05,control,Email,0,0.0,0.18,0,1
101097,2026-06-05,treatment,Email,1,93.61,0.18,0,1
101133,2026-06-05,control,Organic,0,0.0,0.0,0,1
101193,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
101228,2026-06-05,control,Meta,0,0.0,1.35,0,1
101231,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
101234,2026-06-05,treatment,Organic,0,0.0,0.0,1,1
101244,2026-06-05,treatment,Email,0,0.0,0.18,1,1
101310,2026-06-05,treatment,Meta,0,0.0,1.35,0,1
101332,2026-06-05,control,Email,0,0.0,0.18,1,1
101338,2026-06-05,control,Email,0,0.0,0.18,0,1
101409,2026-06-05,treatment,Meta,0,0.0,1.35,1,1
101428,2026-06-05,treatment,Organic,0,0.0,0.0,0,1
101479,2026-06-05,treatment,Organic,0,0.0,0.0,0,1
101527,2026-06-05,treatment,Paid Search,0,0.0,2.2,1,1
101538,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
101550,2026-06-05,control,Organic,0,0.0,0.0,0,1
101720,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
101756,2026-06-05,control,Email,0,0.0,0.18,0,1
101781,2026-06-05,treatment,Email,1,90.99,0.18,0,1
101814,2026-06-05,treatment,Organic,0,0.0,0.0,1,1
101817,2026-06-05,control,Organic,0,0.0,0.0,0,1
101830,2026-06-05,control,Meta,0,0.0,1.35,0,1
101849,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
101899,2026-06-05,treatment,Paid Search,0,0.0,2.2,0,1
102006,2026-06-05,control,Organic,0,0.0,0.0,0,1
102034,2026-06-05,treatment,Meta,1,117.86,1.35,0,1
102056,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
102095,2026-06-05,control,Meta,0,0.0,1.35,0,1
102147,2026-06-05,treatment,Organic,0,0.0,0.0,0,1
102152,2026-06-05,control,Organic,0,0.0,0.0,0,1
102198,2026-06-05,control,Meta,1,103.1,1.35,0,1
102226,2026-06-05,control,Organic,0,0.0,0.0,0,1
102272,2026-06-05,control,Meta,0,0.0,1.35,0,1
102273,2026-06-05,control,Paid Search,0,0.0,2.2,0,1
102300,2026-06-05,control,Meta,0,0.0,1.35,0,1
102349,2026-06-05,control,Email,0,0.0,0.18,0,1
100076,2026-06-06,treatment,Meta,0,0.0,1.35,1,1
100112,2026-06-06,control,Organic,0,0.0,0.0,0,1
100114,2026-06-06,control,Organic,0,0.0,0.0,1,1
100203,2026-06-06,treatment,Email,0,0.0,0.18,0,1
100317,2026-06-06,control,Email,0,0.0,0.18,1,1
100321,2026-06-06,control,Email,0,0.0,0.18,1,1
100351,2026-06-06,control,Paid Search,0,0.0,2.2,1,1
100381,2026-06-06,control,Meta,0,0.0,1.35,1,1
100402,2026-06-06,treatment,Meta,1,129.36,1.35,0,1
100405,2026-06-06,treatment,Email,0,0.0,0.18,1,1
100544,2026-06-06,treatment,Organic,0,0.0,0.0,0,1
100619,2026-06-06,control,Organic,0,0.0,0.0,0,1
100733,2026-06-06,treatment,Paid Search,0,0.0,2.2,0,1
100775,2026-06-06,control,Organic,0,0.0,0.0,1,1
100776,2026-06-06,treatment,Meta,0,0.0,1.35,0,1
100855,2026-06-06,treatment,Meta,0,0.0,1.35,0,1
100893,2026-06-06,control,Meta,1,83.01,1.35,1,1
100926,2026-06-06,control,Paid Search,0,0.0,2.2,0,1
100950,2026-06-06,control,Organic,0,0.0,0.0,1,1
100995,2026-06-06,treatment,Organic,0,0.0,0.0,0,1
101000,2026-06-06,treatment,Paid Search,0,0.0,2.2,0,1
101017,2026-06-06,control,Meta,0,0.0,1.35,0,1
101056,2026-06-06,control,Paid Search,0,0.0,2.2,0,1
101169,2026-06-06,control,Meta,0,0.0,1.35,0,1
101204,2026-06-06,treatment,Meta,1,143.44,1.35,0,1
101211,2026-06-06,control,Email,0,0.0,0.18,0,1
101305,2026-06-06,control,Meta,0,0.0,1.35,0,1
101313,2026-06-06,treatment,Organic,0,0.0,0.0,0,1
101393,2026-06-06,treatment,Paid Search,0,0.0,2.2,0,1
101484,2026-06-06,treatment,Meta,0,0.0,1.35,0,1
101581,2026-06-06,control,Email,0,0.0,0.18,1,1
101584,2026-06-06,control,Organic,0,0.0,0.0,0,1
101592,2026-06-06,control,Email,0,0.0,0.18,0,1
101600,2026-06-06,treatment,Paid Search,0,0.0,2.2,1,1
101685,2026-06-06,control,Meta,0,0.0,1.35,1,1
101724,2026-06-06,treatment,Paid Search,0,0.0,2.2,0,1
101730,2026-06-06,treatment,Organic,0,0.0,0.0,0,1
101753,2026-06-06,control,Email,0,0.0,0.18,0,1
101807,2026-06-06,control,Meta,0,0.0,1.35,0,1
101820,2026-06-06,treatment,Email,0,0.0,0.18,0,1
101856,2026-06-06,control,Paid Search,0,0.0,2.2,0,1
101942,2026-06-06,control,Paid Search,0,0.0,2.2,1,1
101996,2026-06-06,treatment,Meta,0,0.0,1.35,0,1
102002,2026-06-06,treatment,Paid Search,0,0.0,2.2,0,1
102071,2026-06-06,treatment,Email,0,0.0,0.18,1,1
102088,2026-06-06,treatment,Meta,0,0.0,1.35,0,1
102129,2026-06-06,control,Organic,0,0.0,0.0,0,1
102256,2026-06-06,control,Paid Search,0,0.0,2.2,1,1
100005,2026-06-07,control,Paid Search,0,0.0,2.2,1,1
100103,2026-06-07,treatment,Organic,0,0.0,0.0,0,1
100160,2026-06-07,treatment,Organic,1,115.1,0.0,0,1
100175,2026-06-07,treatment,Meta,0,0.0,1.35,0,1
100270,2026-06-07,control,Meta,0,0.0,1.35,0,1
100461,2026-06-07,treatment,Paid Search,0,0.0,2.2,1,1
100529,2026-06-07,treatment,Paid Search,0,0.0,2.2,1,1
100621,2026-06-07,control,Paid Search,0,0.0,2.2,0,1
100685,2026-06-07,treatment,Email,1,116.22,0.18,1,1
100921,2026-06-07,treatment,Paid Search,0,0.0,2.2,1,1
101032,2026-06-07,treatment,Paid Search,0,0.0,2.2,0,1
101068,2026-06-07,control,Organic,0,0.0,0.0,1,1
101071,2026-06-07,control,Email,0,0.0,0.18,1,1
101103,2026-06-07,treatment,Email,0,0.0,0.18,0,1
101186,2026-06-07,control,Meta,0,0.0,1.35,1,1
101273,2026-06-07,control,Paid Search,0,0.0,2.2,0,1
101289,2026-06-07,treatment,Organic,0,0.0,0.0,1,1
101290,2026-06-07,treatment,Paid Search,0,0.0,2.2,1,1
101312,2026-06-07,treatment,Meta,0,0.0,1.35,0,1
101336,2026-06-07,control,Email,0,0.0,0.18,0,1
101361,2026-06-07,control,Organic,0,0.0,0.0,0,1
101364,2026-06-07,treatment,Organic,0,0.0,0.0,1,1
101396,2026-06-07,control,Email,0,0.0,0.18,1,1
101431,2026-06-07,control,Paid Search,0,0.0,2.2,1,1
101456,2026-06-07,control,Meta,0,0.0,1.35,0,1
101508,2026-06-07,treatment,Paid Search,0,0.0,2.2,0,1
101520,2026-06-07,treatment,Meta,0,0.0,1.35,0,1
101526,2026-06-07,control,Organic,0,0.0,0.0,0,1
101530,2026-06-07,control,Email,0,0.0,0.18,0,1
101544,2026-06-07,control,Organic,1,43.82,0.0,0,1
101616,2026-06-07,control,Email,0,0.0,0.18,1,1
101680,2026-06-07,treatment,Paid Search,0,0.0,2.2,0,1
101757,2026-06-07,treatment,Organic,0,0.0,0.0,1,1
101892,2026-06-07,control,Meta,0,0.0,1.35,1,1
101935,2026-06-07,treatment,Meta,0,0.0,1.35,0,1
102052,2026-06-07,treatment,Paid Search,1,128.19,2.2,1,1
102083,2026-06-07,control,Organic,0,0.0,0.0,1,1
102214,2026-06-07,control,Email,0,0.0,0.18,0,1
102324,2026-06-07,control,Organic,0,0.0,0.0,0,1
100065,2026-06-08,control,Organic,0,0.0,0.0,0,1
100116,2026-06-08,treatment,Meta,0,0.0,1.35,0,1
100133,2026-06-08,control,Meta,0,0.0,1.35,0,1
100174,2026-06-08,treatment,Email,0,0.0,0.18,0,1
100281,2026-06-08,treatment,Email,0,0.0,0.18,0,1
100322,2026-06-08,treatment,Email,0,0.0,0.18,1,1
100329,2026-06-08,control,Meta,0,0.0,1.35,0,1
100374,2026-06-08,control,Email,0,0.0,0.18,0,1
100579,2026-06-08,treatment,Paid Search,1,97.6,2.2,0,1
100596,2026-06-08,treatment,Paid Search,0,0.0,2.2,0,1
100604,2026-06-08,treatment,Paid Search,0,0.0,2.2,0,1
100636,2026-06-08,control,Paid Search,0,0.0,2.2,0,1
100780,2026-06-08,control,Meta,0,0.0,1.35,0,1
100781,2026-06-08,treatment,Email,0,0.0,0.18,1,1
100935,2026-06-08,control,Organic,0,0.0,0.0,0,1
100951,2026-06-08,control,Meta,0,0.0,1.35,1,1
100968,2026-06-08,treatment,Organic,0,0.0,0.0,0,1
101006,2026-06-08,treatment,Paid Search,0,0.0,2.2,1,1
101020,2026-06-08,treatment,Email,1,112.09,0.18,0,1
101042,2026-06-08,control,Organic,0,0.0,0.0,0,1
101043,2026-06-08,treatment,Meta,0,0.0,1.35,0,1
101153,2026-06-08,treatment,Paid Search,0,0.0,2.2,0,1
101263,2026-06-08,control,Paid Search,0,0.0,2.2,1,1
101337,2026-06-08,control,Paid Search,0,0.0,2.2,0,1
101440,2026-06-08,control,Paid Search,0,0.0,2.2,0,1
101472,2026-06-08,treatment,Meta,0,0.0,1.35,1,1
101618,2026-06-08,control,Organic,0,0.0,0.0,0,1
101703,2026-06-08,treatment,Email,0,0.0,0.18,1,1
101706,2026-06-08,treatment,Email,1,63.95,0.18,1,1
101728,2026-06-08,treatment,Meta,0,0.0,1.35,1,1
101762,2026-06-08,control,Meta,0,0.0,1.35,0,1
101796,2026-06-08,control,Meta,0,0.0,1.35,0,1
101851,2026-06-08,treatment,Email,0,0.0,0.18,0,1
101980,2026-06-08,treatment,Paid Search,0,0.0,2.2,1,1
102058,2026-06-08,control,Paid Search,0,0.0,2.2,0,1
102161,2026-06-08,control,Paid Search,0,0.0,2.2,0,1
102260,2026-06-08,control,Meta,0,0.0,1.35,0,1
102281,2026-06-08,treatment,Paid Search,0,0.0,2.2,0,1
102344,2026-06-08,control,Meta,0,0.0,1.35,1,1
102366,2026-06-08,control,Organic,0,0.0,0.0,0,1
102368,2026-06-08,control,Organic,0,0.0,0.0,0,1
100003,2026-06-09,treatment,Paid Search,0,0.0,2.2,0,1
100026,2026-06-09,control,Organic,0,0.0,0.0,0,1
100110,2026-06-09,treatment,Paid Search,0,0.0,2.2,0,1
100247,2026-06-09,control,Organic,0,0.0,0.0,0,1
100250,2026-06-09,control,Meta,1,86.48,1.35,0,1
100343,2026-06-09,treatment,Paid Search,0,0.0,2.2,1,1
100469,2026-06-09,control,Meta,0,0.0,1.35,0,1
100500,2026-06-09,control,Paid Search,0,0.0,2.2,1,1
100541,2026-06-09,control,Paid Search,0,0.0,2.2,0,1
100559,2026-06-09,treatment,Email,0,0.0,0.18,1,1
100644,2026-06-09,treatment,Paid Search,0,0.0,2.2,0,1
100671,2026-06-09,control,Meta,1,131.92,1.35,0,1
100721,2026-06-09,treatment,Organic,0,0.0,0.0,1,1
100732,2026-06-09,treatment,Paid Search,0,0.0,2.2,0,1
100752,2026-06-09,control,Paid Search,0,0.0,2.2,1,1
100801,2026-06-09,control,Organic,1,87.66,0.0,1,1
100812,2026-06-09,treatment,Organic,0,0.0,0.0,0,1
100824,2026-06-09,treatment,Paid Search,1,89.77,2.2,0,1
100842,2026-06-09,control,Meta,0,0.0,1.35,0,1
100883,2026-06-09,treatment,Paid Search,0,0.0,2.2,1,1
100912,2026-06-09,treatment,Email,0,0.0,0.18,0,1
100994,2026-06-09,control,Organic,0,0.0,0.0,1,1
101014,2026-06-09,control,Paid Search,1,90.8,2.2,1,1
101055,2026-06-09,control,Paid Search,0,0.0,2.2,0,1
101109,2026-06-09,treatment,Organic,0,0.0,0.0,1,1
101253,2026-06-09,control,Meta,0,0.0,1.35,1,1
101395,2026-06-09,control,Paid Search,0,0.0,2.2,0,1
101712,2026-06-09,control,Meta,0,0.0,1.35,1,1
101869,2026-06-09,control,Organic,0,0.0,0.0,0,1
102222,2026-06-09,treatment,Paid Search,0,0.0,2.2,1,1
102251,2026-06-09,treatment,Email,0,0.0,0.18,0,1
102330,2026-06-09,control,Meta,0,0.0,1.35,0,1
102334,2026-06-09,treatment,Email,0,0.0,0.18,0,1
102348,2026-06-09,control,Email,0,0.0,0.18,0,1
102395,2026-06-09,treatment,Meta,1,77.63,1.35,0,1
100008,2026-06-10,treatment,Email,0,0.0,0.18,1,1
100154,2026-06-10,control,Organic,0,0.0,0.0,0,1
100168,2026-06-10,treatment,Organic,0,0.0,0.0,0,1
100176,2026-06-10,treatment,Meta,0,0.0,1.35,0,1
100206,2026-06-10,control,Paid Search,0,0.0,2.2,0,1
100220,2026-06-10,treatment,Email,1,71.75,0.18,0,1
100306,2026-06-10,control,Meta,0,0.0,1.35,0,1
100368,2026-06-10,control,Paid Search,0,0.0,2.2,0,1
100416,2026-06-10,treatment,Meta,0,0.0,1.35,1,1
100425,2026-06-10,control,Meta,0,0.0,1.35,1,1
100545,2026-06-10,control,Meta,0,0.0,1.35,0,1
100554,2026-06-10,control,Organic,0,0.0,0.0,0,1
100617,2026-06-10,treatment,Organic,0,0.0,0.0,1,1
100646,2026-06-10,treatment,Organic,0,0.0,0.0,0,1
100746,2026-06-10,treatment,Paid Search,0,0.0,2.2,0,1
100795,2026-06-10,control,Meta,0,0.0,1.35,1,1
100798,2026-06-10,treatment,Meta,0,0.0,1.35,1,1
100838,2026-06-10,control,Organic,0,0.0,0.0,0,1
100903,2026-06-10,control,Organic,0,0.0,0.0,0,1
101030,2026-06-10,control,Meta,0,0.0,1.35,0,1
101063,2026-06-10,control,Email,0,0.0,0.18,0,1
101171,2026-06-10,control,Email,0,0.0,0.18,0,1
101180,2026-06-10,control,Organic,0,0.0,0.0,0,1
101335,2026-06-10,control,Organic,0,0.0,0.0,1,1
101406,2026-06-10,control,Email,1,89.96,0.18,0,1
101486,2026-06-10,treatment,Organic,0,0.0,0.0,1,1
101512,2026-06-10,treatment,Organic,0,0.0,0.0,0,1
101528,2026-06-10,control,Paid Search,1,95.4,2.2,0,1
101548,2026-06-10,control,Organic,0,0.0,0.0,0,1
101633,2026-06-10,treatment,Paid Search,0,0.0,2.2,0,1
101679,2026-06-10,treatment,Organic,0,0.0,0.0,0,1
101684,2026-06-10,control,Organic,0,0.0,0.0,0,1
101699,2026-06-10,treatment,Meta,0,0.0,1.35,0,1
101743,2026-06-10,treatment,Meta,0,0.0,1.35,1,1
101765,2026-06-10,treatment,Paid Search,0,0.0,2.2,0,1
101788,2026-06-10,control,Organic,0,0.0,0.0,0,1
101805,2026-06-10,control,Email,0,0.0,0.18,1,1
101895,2026-06-10,treatment,Email,1,151.67,0.18,0,1
101954,2026-06-10,control,Organic,0,0.0,0.0,1,1
101983,2026-06-10,treatment,Email,0,0.0,0.18,1,1
101991,2026-06-10,control,Meta,0,0.0,1.35,0,1
102246,2026-06-10,control,Meta,0,0.0,1.35,0,1
102312,2026-06-10,control,Organic,0,0.0,0.0,0,1
102337,2026-06-10,control,Email,0,0.0,0.18,0,1
102377,2026-06-10,treatment,Meta,0,0.0,1.35,0,1
102379,2026-06-10,treatment,Email,0,0.0,0.18,1,1
100053,2026-06-11,treatment,Paid Search,1,102.12,2.2,0,1
100055,2026-06-11,control,Organic,0,0.0,0.0,0,1
100069,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
100087,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
100164,2026-06-11,treatment,Meta,0,0.0,1.35,0,1
100231,2026-06-11,control,Paid Search,0,0.0,2.2,0,1
100325,2026-06-11,control,Paid Search,0,0.0,2.2,0,1
100344,2026-06-11,treatment,Meta,0,0.0,1.35,0,1
100391,2026-06-11,control,Paid Search,1,51.86,2.2,0,1
100423,2026-06-11,control,Meta,0,0.0,1.35,0,1
100430,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
100448,2026-06-11,control,Email,0,0.0,0.18,0,1
100451,2026-06-11,control,Email,0,0.0,0.18,0,1
100481,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
100518,2026-06-11,control,Organic,0,0.0,0.0,1,1
100522,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
100627,2026-06-11,control,Meta,0,0.0,1.35,0,1
100686,2026-06-11,control,Email,0,0.0,0.18,1,1
100724,2026-06-11,control,Organic,0,0.0,0.0,1,1
100740,2026-06-11,treatment,Meta,0,0.0,1.35,0,1
100744,2026-06-11,control,Paid Search,0,0.0,2.2,0,1
100880,2026-06-11,treatment,Meta,0,0.0,1.35,0,1
100961,2026-06-11,control,Email,1,103.73,0.18,1,1
100964,2026-06-11,treatment,Email,1,94.47,0.18,1,1
101092,2026-06-11,control,Paid Search,0,0.0,2.2,1,1
101125,2026-06-11,control,Meta,0,0.0,1.35,0,1
101165,2026-06-11,control,Email,0,0.0,0.18,1,1
101175,2026-06-11,treatment,Paid Search,0,0.0,2.2,0,1
101183,2026-06-11,treatment,Meta,0,0.0,1.35,0,1
101252,2026-06-11,control,Organic,0,0.0,0.0,0,1
101259,2026-06-11,treatment,Paid Search,1,93.15,2.2,0,1
101407,2026-06-11,control,Meta,0,0.0,1.35,0,1
101485,2026-06-11,control,Paid Search,0,0.0,2.2,0,1
101536,2026-06-11,treatment,Organic,0,0.0,0.0,0,1
101578,2026-06-11,control,Meta,0,0.0,1.35,0,1
101593,2026-06-11,control,Email,0,0.0,0.18,0,1
101659,2026-06-11,treatment,Paid Search,0,0.0,2.2,0,1
101662,2026-06-11,treatment,Email,0,0.0,0.18,0,1
